player_name,real_name,nationality,team,player_status,link,link2,link3,link3,link4
robbeN,Geoffrey C.,France,Torrent,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/robbeN_CS"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
rocker,Aidan Grodin,United States,NRG,Active,{"twitch_link":"https://www.twitch.tv/rockerapex"\,twitter_link:"https://twitter.com/rockerapex"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCJVW2qzAoFaV-BiT9NlF7SQ"\,esl_profile_link:"None"}
RockStarx1,James Grieve,United States,NRG,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/RockStarx12"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Rogerboger,Rogier Jongen,Netherlands,NRG,Retired,{"twitch_link":"https://www.twitch.tv/rogerb0ger"\,twitter_link:"https://twitter.com/Rogerboger2"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Rogue,Tanner Trebb,Canada,NRG,Active,{"twitch_link":"https://www.twitch.tv/Rogue"\,twitter_link:"https://twitter.com/TTrebb"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCo1ij-x1EG4hLXc_YY6snoQ"\,esl_profile_link:"Http://play.eslgaming.com/player/13835457"}
Roieee,Po-Han Chen,Taiwan,K7 Esports,Active,{"twitch_link":"https://www.twitch.tv/roieee"\,twitter_link:"https://twitter.com/RoieeeTTV"\,facebook_link:"http://facebook.com/Roieee_百弟-116101286967663"\,youtube_link:"http://www.youtube.com/channel/UCwGugM9HqDz7Yx9IKrGBGkg"\,esl_profile_link:"None"}
Rolders,Adam Harrold,United States,K7 Esports,Active,{"twitch_link":"https://www.twitch.tv/rolders"\,twitter_link:"https://twitter.com/DNO_Rolders"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Ronba,Roni Raikko,Finland,K7 Esports,Retired,{"twitch_link":"https://www.twitch.tv/ronba"\,twitter_link:"https://twitter.com/ronbaow"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCou4kYdeU6DUJmoJ21cWLDg"\,esl_profile_link:"Http://play.eslgaming.com/player/13340469"}
rondon,Adam Hodo?i,Slovakia,Game of Drones,Active,{"twitch_link":"https://www.twitch.tv/rondonstreams"\,twitter_link:"https://twitter.com/rondonstreams"\,facebook_link:"http://facebook.com/rondonstreams"\,youtube_link:"http://www.youtube.com/channel/UCV1pRYgdiLY1HyHRgv3shaw"\,esl_profile_link:"None"}
RONN1E,Ronnie Monsevias,United States,Atlanta Premier,Active,{"twitch_link":"https://www.twitch.tv/eboyronn1e"\,twitter_link:"https://twitter.com/OMG_RONN1E"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
roots,Tim Roots,Australia,Atlanta Premier,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/RootsXO"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Rossoful,,Japan,TEQWING,Active,{"twitch_link":"https://www.twitch.tv/rossoful"\,twitter_link:"https://twitter.com/RossofulFPS"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC_l4hDMs6IE84h6DQ_yySeQ"\,esl_profile_link:"None"}
row,Romain Daly,France,Forg Gang,Active,{"twitch_link":"https://www.twitch.tv/rowyuppyupp"\,twitter_link:"https://twitter.com/rowyuppyupp"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/2326313"}
RoZx,Roszaidi,Malaysia,Perangai Gaming,Retired,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"http://facebook.com/mrrozx"\,youtube_link:"None"\,esl_profile_link:"None"}
rpr,Dan U?i?,Croatia,SCARZ EU,Active,{"twitch_link":"https://www.twitch.tv/rprx"\,twitter_link:"https://twitter.com/rpr"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCcMCZ0PPqw-L9rU9LWhOazA"\,esl_profile_link:"Http://play.eslgaming.com/player/5280740"}
Ru,,Japan,Take It Easy,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Poulmt"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/Poulmt"\,esl_profile_link:"None"}
Ruabbe,Roope Kurkela,Finland,Horizon Union,Active,{"twitch_link":"https://www.twitch.tv/Ruabbe"\,twitter_link:"https://twitter.com/Ruabbe"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/user/Ruape"\,esl_profile_link:"Http://play.eslgaming.com/player/9477340"}
Rudenayyyyy,Naythame Nguyen,Australia,Horizon Union,Active,{"twitch_link":"https://www.twitch.tv/rudenayyyyy"\,twitter_link:"https://twitter.com/Rudenayyyyy"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Rui,,Taiwan,ANT Esports Club,Active,{"twitch_link":"https://www.twitch.tv/iwab_holiday"\,twitter_link:"https://twitter.com/STN_Archer"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCNsHXKVqLXLbQpR5qJcOZGw"\,esl_profile_link:"None"}
Rumad,,Japan,SCARZ White,Retired,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Rumaaaaaaad"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UChliORt2CukoklEewdFVBjQ"\,esl_profile_link:"None"}
Rynex,Leonardo Felipe,Brazil,BreakingRulleZ,Active,{"twitch_link":"https://www.twitch.tv/rynexfps"\,twitter_link:"https://twitter.com/Rynexfps"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Ryot,Troy Reed,United States,BreakingRulleZ,Retired,{"twitch_link":"https://www.twitch.tv/ryot"\,twitter_link:"https://twitter.com/RyotWum"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
S16oz,Jaden Pettigrew,United States,BreakingRulleZ,Retired,{"twitch_link":"https://www.twitch.tv/sprite16oz"\,twitter_link:"https://twitter.com/S16ozz"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
S2HR,Saher Kurdi,Saudi Arabia,Osh-Tekk Warriors,Active,{"twitch_link":"https://www.twitch.tv/is2hr"\,twitter_link:"https://twitter.com/iS2HR_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC2YdqKyTJWoJJ51RdDLlhzQ?view_as=subscriber"\,esl_profile_link:"None"}
SA,,China,DNZ,Active,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
SabroNN,Hüseyin Demir,Turkey,DNZ,Retired,{"twitch_link":"https://www.twitch.tv/sabronn"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Sabz,Kornelia Zawistowska,Poland,Phoenix Legacy,Active,{"twitch_link":"https://www.twitch.tv/sabz_bear"\,twitter_link:"https://twitter.com/BearSabz"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/SabzBear"\,esl_profile_link:"None"}
Sadyama,Artur Karamov,Russia,Phoenix Legacy,Active,{"twitch_link":"https://www.twitch.tv/sady9ma"\,twitter_link:"https://twitter.com/sadyamaa"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
sAgiiV2,Kerem A?ikel,Turkey,Lava City Boys,Active,{"twitch_link":"https://www.twitch.tv/sagiiv2"\,twitter_link:"https://twitter.com/keremacikell"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
SAIBER,Tanaphan Wattanaphan,Thailand,Inside The Ring,Active,{"twitch_link":"https://www.twitch.tv/SAIBERJIBI"\,twitter_link:"https://twitter.com/SAIBERofficial"\,facebook_link:"http://facebook.com/SAIBERJIBI"\,youtube_link:"None"\,esl_profile_link:"None"}
SaiyajinGOD,Kantapat Tangteekarak,Thailand,ATHXHVY,Active,{"twitch_link":"https://www.twitch.tv/saiyajingodofficial"\,twitter_link:"https://twitter.com/SaiyajingodT"\,facebook_link:"http://facebook.com/ktp.kantaplus"\,youtube_link:"None"\,esl_profile_link:"None"}
Sakamoto,,Japan,ATHXHVY,Active,{"twitch_link":"https://www.twitch.tv/he_sakamoto"\,twitter_link:"https://twitter.com/Sakamotomeu"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCrPQpijcb4SIoKliqAadkJg/about"\,esl_profile_link:"None"}
saku,Shotaro Sakata,Japan,Team UNITE,Active,{"twitch_link":"https://www.twitch.tv/fps__saku"\,twitter_link:"https://twitter.com/fps__saku"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Salvatorez,Fajar Rofianto,Indonesia,Method2Madness,Active,{"twitch_link":"https://www.twitch.tv/Salvatorez"\,twitter_link:"https://twitter.com/SalvatorezID"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCtqQc1CbKQ8UXLDMGhczm8g"\,esl_profile_link:"None"}
Samaeeel,Athoriq Hamzah,Indonesia,Method2Madness,Retired,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
sano874,Kazumoto Sano,Japan,Donuts Unsold Stuff Gaming,Active,{"twitch_link":"https://www.twitch.tv/sano874"\,twitter_link:"https://twitter.com/sano874"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Sanya,Oleksander Bokuchava,Ukraine,Natus Vincere,Active,{"twitch_link":"https://www.twitch.tv/sanya"\,twitter_link:"https://twitter.com/sxnya_a"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/12040082"}
Sapoten,,Japan,Donuts USG,Retired,{"twitch_link":"https://www.twitch.tv/sapo_ten"\,twitter_link:"https://twitter.com/sapoten_Apex"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCQnIxFF-_vMIzoCtv3GxSQw"\,esl_profile_link:"None"}
Sardis,Miroslav Hájek,Czech Republic,Donuts USG,Retired,{"twitch_link":"https://www.twitch.tv/sardis"\,twitter_link:"https://twitter.com/Sardis95"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
satuki,,Japan,United Crew γ,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/satuki_uC"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCTZpXjY6MIwH-7e03Un9U_g"\,esl_profile_link:"None"}
Sauceror,Jason Li,United States,Renegades,Active,{"twitch_link":"https://www.twitch.tv/saucerorr"\,twitter_link:"https://twitter.com/saucerorr"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCyYj4m3iqSZ6qNt5BN-reVg"\,esl_profile_link:"None"}
savINSANO,,Brazil,Renegades,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/sav1NSANO"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
SaviourHeavier,Zavier Ng,Singapore,Renegades,Active,{"twitch_link":"https://www.twitch.tv/saviourheavier"\,twitter_link:"https://twitter.com/SaviourHeavier"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/user/Zaviergaming"\,esl_profile_link:"None"}
Sc1ss0rs,Ryan Luong,United States,Team VIZIO,Active,{"twitch_link":"https://www.twitch.tv/sc1ss0rs_01"\,twitter_link:"https://twitter.com/sc1ss0rs_01"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Scannor,Castiel Rodriguez,Colombia,Team VIZIO,Active,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"http://facebook.com/IEscannor"\,youtube_link:"None"\,esl_profile_link:"None"}
Scare,Keegan Van Vuren,South Africa,Team VIZIO,Retired,{"twitch_link":"https://www.twitch.tv/eg_scare"\,twitter_link:"https://twitter.com/SkrrScare"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
scuwry,Alex Scala,Canada,100 Thieves,Active,{"twitch_link":"https://www.twitch.tv/scuwry"\,twitter_link:"https://twitter.com/scuwry"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCZK8jaT88EzPlRff7SlxMWA"\,esl_profile_link:"None"}
Seaf,,Japan,100 Thieves,Retired,{"twitch_link":"https://www.twitch.tv/seafjp"\,twitter_link:"https://twitter.com/seaf_mk"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
SeaLL,Riccardo Giacalone,Italy,Team Huskies Esports,Active,{"twitch_link":"https://www.twitch.tv/mrseall"\,twitter_link:"https://twitter.com/MrSeaLL"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Secul0,Luis Miguel,Brazil,Team Huskies Esports,Active,{"twitch_link":"https://www.twitch.tv/secul0"\,twitter_link:"https://twitter.com/_luiiiis"\,facebook_link:"http://facebook.com/SECUL0"\,youtube_link:"None"\,esl_profile_link:"None"}
Selly,An Jeong-hwan,South Korea,Crazy Raccoon,Active,{"twitch_link":"https://www.twitch.tv/selly55"\,twitter_link:"https://twitter.com/Selly_ow"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCVVQ9pKbYulBUwfu5TmIvaQ"\,esl_profile_link:"None"}
Senapoppo,,Japan,AVALON Gaming,Active,{"twitch_link":"https://www.twitch.tv/senapoppo"\,twitter_link:"https://twitter.com/_sp24"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCLpkv3dNYTFBBi0y74oJjVg"\,esl_profile_link:"None"}
senoxe,Adam Lau,Canada,Sentinels,Active,{"twitch_link":"https://www.twitch.tv/senoxe"\,twitter_link:"https://twitter.com/senoxe"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/SENOXE"\,esl_profile_link:"None"}
Senvelse,Denis Podan,Russia,FIGVAM,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Senvelsee"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Senzeeh,Joshy Djotaroeno,Netherlands,FIGVAM,Active,{"twitch_link":"https://www.twitch.tv/senzeeh"\,twitter_link:"https://twitter.com/senzeehpai"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/senzeeh"\,esl_profile_link:"None"}
Senzz,Marcos Cunha,Portugal,Acend,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Senzzapex"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Sepz,Serena Capó,Brazil,Acend,Active,{"twitch_link":"https://www.twitch.tv/sepz42"\,twitter_link:"https://twitter.com/sepz42"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
sErox,Patrick Pollap,Germany,Acend,Retired,{"twitch_link":"https://www.twitch.tv/1_sErox_1"\,twitter_link:"https://twitter.com/sEroxcsgo"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Seven ik,Danny Kraus,United States,Acend,Retired,{"twitch_link":"https://www.twitch.tv/seven_ik"\,twitter_link:"https://twitter.com/Seven_ik"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Sgong,Oh Dong-wah,South Korea,Acend,Active,{"twitch_link":"https://www.twitch.tv/sgong"\,twitter_link:"https://twitter.com/seongfil"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/14046943"}
SH1NYA,,Japan,Acend,Active,{"twitch_link":"https://www.twitch.tv/sh1nyajpp"\,twitter_link:"https://twitter.com/advan_ow"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC1AGqp16KUgWl7oCJRvnnCA"\,esl_profile_link:"None"}
Shadez,Jakob Anderz Palmgren,Sweden,Clique Esports,Active,{"twitch_link":"https://www.twitch.tv/OG_Shadez"\,twitter_link:"https://twitter.com/OG_Shadez"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCj8YimrF6OriWr_fErJeCbA?view_as=subscriber"\,esl_profile_link:"None"}
ShadowCat,Abdullah Hassan Al Talhi,Saudi Arabia,25 Esports,Active,{"twitch_link":"https://www.twitch.tv/zshadowcat"\,twitter_link:"https://twitter.com/vShadowCat"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
ShadowZS,Nikolay Ivanov,Russia,UpRising,Active,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Shakabo,,Japan,FENNEL,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/shaka_bo"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCLsRjlKZaluSqx2fL0xlngg"\,esl_profile_link:"None"}
Shake,Yu Jin-hyeong,South Korea,FENNEL,Retired,{"twitch_link":"https://www.twitch.tv/horner3339"\,twitter_link:"https://twitter.com/Lowkeyshake"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/14046901"}
Sharky,Rick Wirth,Australia,Team Burger,Active,{"twitch_link":"https://www.twitch.tv/sharky3415"\,twitter_link:"https://twitter.com/Sharky3415"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Sherry,,Japan,Team Burger,Active,{"twitch_link":"https://www.twitch.tv/sprsherry"\,twitter_link:"https://twitter.com/sprSherry"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCG5WfSHKXttTUgTO3kHwrZg"\,esl_profile_link:"None"}
Shex,Federico Trevisan,Italy,Outplayed,Active,{"twitch_link":"https://www.twitch.tv/qshex"\,twitter_link:"https://twitter.com/qShexx"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
ShibuyaHAL,Shibuya Hal,Japan,Knot Not Rank,Retired,{"twitch_link":"https://www.twitch.tv/shibuyahal"\,twitter_link:"https://twitter.com/shibuyahal"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UChLfthKoUV502J7gU9STArg"\,esl_profile_link:"None"}
Shikaa,Nicolas Agurto,Argentina,Knot Not Rank,Active,{"twitch_link":"https://www.twitch.tv/1shikaa"\,twitter_link:"https://twitter.com/1Shikaa"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
shineZ,Benjamin Brkic,Bosnia and Herzegovina,Knot Not Rank,Retired,{"twitch_link":"None"\,twitter_link:"https://twitter.com/shinezxyo"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Shirayuki Reid,白雪 レイド,Japan,Neo-Porte,Unknown,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Shirayuki_Reid"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCIu-aUArYq_H84dBpCAokMA"\,esl_profile_link:"None"}
ShivFPS,Shivam Patel,United Kingdom,Luminosity Gaming,Active,{"twitch_link":"https://www.twitch.tv/shivfps"\,twitter_link:"https://twitter.com/ShivFPS"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCjFfp-6SveBuMbQ95KVaTow?view_as=subscriber"\,esl_profile_link:"None"}
shoh,Takita Shota,Japan,Luminosity Gaming,Retired,{"twitch_link":"https://www.twitch.tv/shxh44"\,twitter_link:"https://twitter.com/shh4x"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCHsIhyNLw5DUqLVubTCH20g"\,esl_profile_link:"None"}
Shohei Taguchi,田口尚平,Japan,UUUM,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/shohei_taguchi"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCR6f6Cx-dWX0nbteSXvhI6g"\,esl_profile_link:"None"}
shomaru,,Japan,REJECT,Retired,{"twitch_link":"https://www.twitch.tv/shomaru7"\,twitter_link:"https://twitter.com/shomarusamaa"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC_6C9bvzBLtuUBr4Nf3OaGA/featured?view_as=subscriber"\,esl_profile_link:"None"}
ShRP,Dennis Fratantonio,Italy,Totem Esports,Active,{"twitch_link":"https://www.twitch.tv/qshrp"\,twitter_link:"https://twitter.com/ShRPgg_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Shuhei Yamato,Shuhei Yamato,Japan,Totem Esports,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/YamatoColors"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
ShunMi,,Japan,Flora esports,Active,{"twitch_link":"https://www.twitch.tv/florashunmi"\,twitter_link:"https://twitter.com/ShunMy_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCbwHVIs6SU03SL43CR6phnw"\,esl_profile_link:"None"}
Shurae,,South Korea,Flora esports,Retired,{"twitch_link":"https://www.twitch.tv/shurae_"\,twitter_link:"https://twitter.com/ShuRae_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCB9kIhliZ2LCgBHTOms2J0g"\,esl_profile_link:"None"}
Shurimawizard,Nhan Le,Vietnam,Flora esports,Retired,{"twitch_link":"https://www.twitch.tv/shurimawizard"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCCM_u7Hlkexi6WnD5lvGbFw"\,esl_profile_link:"None"}
Shusty,,Thailand,Flora esports,Active,{"twitch_link":"https://www.twitch.tv/shusty_"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCJ0Pro9Y4EFghCHUMaANg3Q"\,esl_profile_link:"None"}
Shy,Jamie Duell,United Kingdom,Flora esports,Retired,{"twitch_link":"https://www.twitch.tv/shygosu"\,twitter_link:"https://twitter.com/myztroShy"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
ShynkChan,,Japan,ALViViD,Active,{"twitch_link":"https://www.twitch.tv/shynk_fps"\,twitter_link:"https://twitter.com/ApexerShynk"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCTbywVA-B0KYEQdm5ScD60A"\,esl_profile_link:"None"}
Sickks,Tyler Clifton Clark,United States,Ghost Gaming,Active,{"twitch_link":"https://www.twitch.tv/sickks"\,twitter_link:"https://twitter.com/SickksT9"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCQH4TtUg5gabq5mJUYWZiEQ"\,esl_profile_link:"None"}
Siebakk,Dominik Sza?apski,Poland,Ghost Gaming,Retired,{"twitch_link":"https://www.twitch.tv/Siebakk"\,twitter_link:"https://twitter.com/Siebakk"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/13381046"}
sigluss,,Japan,Fascination Colors Destroy,Active,{"twitch_link":"https://www.twitch.tv/sigluss_"\,twitter_link:"https://twitter.com/sigluss"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/sigluss"\,esl_profile_link:"None"}
siigN,Per Stian Ven?s,Norway,Fascination Colors Destroy,Retired,{"twitch_link":"https://www.twitch.tv/siigN"\,twitter_link:"https://twitter.com/siigNq"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
silkthread,Ted Z Wang,United States,Fascination Colors Destroy,Retired,{"twitch_link":"https://www.twitch.tv/silkthread"\,twitter_link:"https://twitter.com/silkthread"\,facebook_link:"http://facebook.com/silkted"\,youtube_link:"http://www.youtube.com/channel/UCuPqXAms0Kg_pSh6g_aiX6w"\,esl_profile_link:"None"}
Silta,Juho Sillanp??,Finland,Guild Esports,Active,{"twitch_link":"https://www.twitch.tv/siltaa"\,twitter_link:"https://twitter.com/SiltaApex"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Silver Sky,Farrel Khezia Ramanda,Indonesia,Guild Esports,Retired,{"twitch_link":"None"\,twitter_link:"https://twitter.com/SilverSkyAPEX"\,facebook_link:"http://facebook.com/SilverSkyAPEX"\,youtube_link:"None"\,esl_profile_link:"None"}
Sineska,,Germany,69iQ eSports,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Sineska1"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
SirDel,Matthew Biggins,United Kingdom,GMT Esports,Active,{"twitch_link":"https://www.twitch.tv/sirdel"\,twitter_link:"https://twitter.com/SirDelLive"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/SirDel/featured?view_as=subscriber"\,esl_profile_link:"None"}
SirLifty,Braden Wells,United States,GMT Esports,Active,{"twitch_link":"https://www.twitch.tv/sirlifty"\,twitter_link:"https://twitter.com/thesirlifty"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCEF0WwOFb15_796fA79M7qA"\,esl_profile_link:"None"}
Siukun,,Japan,GMT Esports,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Siukun1"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCgpQOY0uG1ImBquI6b-kHVQ"\,esl_profile_link:"None"}
SiveN,Gianluigi Sassano,Italy,Rascals,Active,{"twitch_link":"https://www.twitch.tv/SiiveeN"\,twitter_link:"https://twitter.com/Siven_san"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
skaluh,Agustín Aiello,Argentina,LeaveNoWitness 2,Active,{"twitch_link":"https://www.twitch.tv/skaluh"\,twitter_link:"https://twitter.com/skaluh1"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Skannella,Federico Raffaeli Albo,Italy,LeaveNoWitness 2,Active,{"twitch_link":"https://www.twitch.tv/skannella"\,twitter_link:"https://twitter.com/Skannella1"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
SkittleCakes,William August,United States,Esports Arena,Active,{"twitch_link":"https://www.twitch.tv/skittlecakes"\,twitter_link:"https://twitter.com/SkittleCakez"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC_bB8JjXsHVxGLyQsdj3ZxA"\,esl_profile_link:"None"}
SkrrttSkrttt,Ethan Koong,Australia,Esports Arena,Active,{"twitch_link":"https://www.twitch.tv/SkrrttSkrttt_"\,twitter_link:"https://twitter.com/SkrrttSkrttt_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Skurul,Alexander Vincent Philip Mittelsteiner,Austria,Esports Arena,Retired,{"twitch_link":"https://www.twitch.tv/skurul_"\,twitter_link:"https://twitter.com/Skurul_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Skym,,Japan,Nowhere Now Here,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/494Skym"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCoBkC5k8ogcc_uvtMjIYD6A"\,esl_profile_link:"None"}
Slayers,Joe Byrne,United Kingdom,69iQ eSports,Active,{"twitch_link":"https://www.twitch.tv/69iQ_Slayers"\,twitter_link:"https://twitter.com/slayerrrrs"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
SleeeP,Pedro Henrique,Brazil,Elevate,Active,{"twitch_link":"https://www.twitch.tv/phsleep"\,twitter_link:"https://twitter.com/SleeePPPxx"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCxOHSL0FTWjPfRtlecxg_jw"\,esl_profile_link:"None"}
SleepyPanda,Devihn Lindsey,United States,RCO eSports,Active,{"twitch_link":"https://www.twitch.tv/isleepypanda_"\,twitter_link:"https://twitter.com/ISleepy_Panda"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Slempy,Nikita Makogon,Estonia,RCO eSports,Active,{"twitch_link":"https://www.twitch.tv/sleeempy"\,twitter_link:"https://twitter.com/ApexSlempy"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
slimer,Dmitry Shaposhnikov,Belarus,RCO eSports,Retired,{"twitch_link":"None"\,twitter_link:"https://twitter.com/followslimer"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
